63	2010-10-09T10:13:25Z	53.366733	-2.294638	3486590
247	2010-06-20T18:49:52Z	53.0895761667	-2.4329735167	114685
332	2010-09-16T11:11:22Z	53.43503935	-2.9677298333	890095
332	2010-09-16T11:11:05Z	53.439888233	-2.965978417	2177867
332	2010-09-16T11:10:51Z	53.4388253272	-2.9663085938	32361
332	2010-09-16T11:10:31Z	53.4308230908	-2.9608476162	32121
332	2010-09-16T11:07:03Z	53.40492892	-2.98408204	298246
759	2010-10-22T09:22:52Z	53.4591178	-2.2274833667	62053
759	2010-10-14T15:39:39Z	53.4665505667	-2.3487417167	62039
759	2010-10-12T16:33:13Z	53.456240321	-2.2848129272	113327
759	2010-10-11T12:27:58Z	53.4591178	-2.2274833667	62053
759	2010-10-08T17:56:54Z	53.436161	-2.219224	2512167
759	2010-10-08T13:11:06Z	53.473626	-2.240316	5138851
759	2010-10-08T12:03:03Z	53.45320129	-2.21414697	1071384
759	2010-10-07T15:43:13Z	53.45320129	-2.21414697	1071384
759	2010-10-01T11:27:50Z	53.440895948	-2.219645977	286356
759	2010-09-30T19:36:05Z	53.4992610167	-2.2724491833	979691
759	2010-09-28T11:01:21Z	53.4591178	-2.2274833667	62053
759	2010-09-27T11:47:30Z	53.4430367617	-2.2189164162	790471
759	2010-09-25T23:27:06Z	53.468988	-2.237651	4199945
759	2010-09-25T18:42:31Z	53.4805888879	-2.2347092628	460880
759	2010-09-22T10:52:32Z	53.468988	-2.237651	4199945
759	2010-09-19T11:48:25Z	53.436161	-2.219224	2512167
759	2010-09-12T13:28:30Z	53.2618153095	-2.8820228577	1412501
759	2010-08-31T16:04:10Z	53.4619606952	-2.2462534904	89168
759	2010-08-31T12:22:05Z	53.4700539	-2.2369106	1078385
759	2010-08-27T00:00:37Z	53.436161	-2.219224	2512167
759	2010-08-25T22:36:30Z	53.26573282	-2.88285309	670378
759	2010-08-21T08:54:13Z	53.2638287799	-2.8818684036	418299
759	2010-08-13T15:07:03Z	53.480406	-2.236512	1693193
759	2010-08-13T12:06:08Z	53.4430367617	-2.2189164162	790471
759	2010-08-13T11:02:27Z	53.2774625667	-2.8987004	985723
759	2010-08-06T13:56:21Z	53.2638287799	-2.8818684036	418299
759	2010-08-04T15:18:43Z	53.4803919167	-2.2377881833	47628
759	2010-07-31T20:08:35Z	53.2662	-2.880605	1536489
759	2010-07-28T15:59:40Z	53.26576638	-2.88282942	654550
759	2010-07-28T14:50:33Z	53.2618153095	-2.8820228577	1412501
759	2010-07-25T20:08:14Z	53.279157	-2.885628	1374145
759	2010-07-19T17:51:29Z	53.2638287799	-2.8818684036	418290
759	2010-07-19T17:45:22Z	53.2649213076	-2.8790509701	1468026
759	2010-07-19T16:44:02Z	53.2638806105	-2.8831225634	1342346
759	2010-07-19T16:42:50Z	53.2638310667	-2.8825996667	476985
759	2010-07-19T16:21:31Z	53.2647857666	-2.8851928711	418442
759	2010-07-19T16:20:43Z	53.2647857666	-2.8851928711	418456
759	2010-07-19T15:57:18Z	53.2633284667	-2.8852783	418487
759	2010-07-19T15:54:35Z	53.26352265	-2.88581075	1467400
759	2010-07-19T14:16:47Z	53.27765788	-2.90160807	1390078
759	2010-07-19T14:02:48Z	53.2774625667	-2.8987004	985723
759	2010-07-12T11:29:14Z	53.2774625667	-2.8987004	985723
759	2010-07-11T10:21:36Z	53.2638287799	-2.8818684036	418299
759	2010-07-10T11:32:38Z	53.2638287799	-2.8818684036	418299
759	2010-07-09T19:10:17Z	53.2618153095	-2.8820228577	1412501
796	2010-10-20T18:39:46Z	53.4803919167	-2.2377881833	47628
796	2010-10-20T18:38:58Z	53.4811127	-2.2372055833	27135
796	2010-10-20T18:38:42Z	53.481727543	-2.2405166724	1017355
796	2010-10-20T18:23:42Z	53.4822552561	-2.241114378	145675
796	2010-10-20T17:59:23Z	53.4847004211	-2.2421979904	277260
796	2010-10-20T17:58:40Z	53.4833008	-2.242312934	5849130
796	2010-10-20T17:55:40Z	53.4829256156	-2.2414469719	84138
796	2010-10-18T17:27:50Z	53.4820547167	-2.22817625	961542
796	2010-10-18T09:10:24Z	53.4190790628	-2.1704006195	782005
796	2010-10-17T21:23:59Z	53.480288807	-2.2232615948	778415
796	2010-10-17T19:44:19Z	53.4772048738	-2.2303748131	27153
796	2010-10-17T19:36:39Z	53.40735855	-2.16130645	5389807
796	2010-10-17T19:34:59Z	53.405438622	-2.1630620956	28925
796	2010-10-15T17:19:26Z	53.4772048738	-2.2303748131	27153
796	2010-10-13T19:23:45Z	53.4909691037	-2.1007704735	457064
796	2010-10-13T19:23:37Z	53.4901201408	-2.0961356163	1058119
796	2010-10-10T15:57:00Z	53.4909691037	-2.1007704735	457064
796	2010-10-10T15:56:36Z	53.4901201408	-2.0961356163	1058119
796	2010-10-10T14:53:13Z	53.4630784896	-2.2913789749	32090
796	2010-10-10T14:21:47Z	53.46217256	-2.28355491	5276496
796	2010-10-10T13:00:02Z	53.4803919167	-2.2377881833	47628
796	2010-10-10T12:59:27Z	53.4811127	-2.2372055833	27135
796	2010-10-09T19:39:21Z	53.4090579833	-2.1639398667	778086
796	2010-10-09T19:30:46Z	53.4342108029	-2.1840047836	1021718
796	2010-10-08T10:28:55Z	53.474436805	-2.1950823069	2084922
796	2010-10-06T09:21:55Z	53.4190790628	-2.1704006195	782005
796	2010-10-06T08:23:27Z	53.4713612326	-2.224332248	1143641
796	2010-10-06T08:21:07Z	53.4772048738	-2.2303748131	27153
796	2010-10-05T08:51:48Z	53.4190790628	-2.1704006195	782005
796	2010-10-05T08:21:26Z	53.4713612326	-2.224332248	1143641
796	2010-10-04T17:18:31Z	53.4811127	-2.2372055833	27135
796	2010-10-04T17:17:44Z	53.4803919167	-2.2377881833	47628
796	2010-10-04T17:08:04Z	53.4583511353	-2.2019195557	989832
796	2010-10-04T10:54:32Z	53.4190790628	-2.1704006195	782005
796	2010-10-03T13:18:15Z	53.4909691037	-2.1007704735	457064
796	2010-10-03T13:17:57Z	53.4901201408	-2.0961356163	1058119
796	2010-10-03T13:17:45Z	53.489430745	-2.0958673954	1058223
796	2010-10-02T16:49:16Z	53.4816998073	-2.2257828712	1065812
796	2010-10-02T16:48:43Z	53.4820547167	-2.22817625	961542
796	2010-10-02T12:57:10Z	53.4816998073	-2.2257828712	1065812
796	2010-10-02T12:30:14Z	53.480086	-2.237389567	3749884
796	2010-10-02T12:29:54Z	53.4803919167	-2.2377881833	47628
796	2010-10-02T12:29:35Z	53.4811127	-2.2372055833	27135
796	2010-09-30T20:20:54Z	53.480288807	-2.2232615948	778415
796	2010-09-29T15:17:36Z	53.39006	-2.2947907	533694
796	2010-09-28T19:32:13Z	53.47795174	-2.24042142	593408
796	2010-09-28T17:27:33Z	53.4820547167	-2.22817625	961542
796	2010-09-27T18:47:21Z	53.4426405595	-2.2800278664	133910
796	2010-09-24T10:45:43Z	53.474436805	-2.1950823069	2084922
