167	2010-04-10T11:59:36Z	55.8598513997	-4.2578458786	28191
268	2010-10-09T18:28:56Z	55.869147063	-4.4355583191	76686
268	2010-10-09T17:54:55Z	55.8652029	-4.252204683	1239359
268	2010-10-09T15:24:24Z	55.8723359143	-4.2729306221	622483
268	2010-10-08T17:23:37Z	55.8648968609	-4.2841100693	501524
268	2010-10-08T07:20:34Z	55.86513187	-4.285360502	5120190
268	2010-10-07T20:08:55Z	55.866231733	-4.285859167	5046567
268	2010-10-07T11:53:28Z	55.870786	-4.2867706667	781989
268	2010-10-07T08:08:44Z	55.8646401325	-4.2838164876	1126901
268	2010-10-06T18:56:01Z	55.866231733	-4.285859167	5046567
268	2010-10-06T17:23:36Z	55.869147063	-4.4355583191	76686
340	2010-08-28T16:26:35Z	55.7822970667	-4.17019075	884273
340	2010-08-28T15:06:24Z	55.76027366	-4.181920285	2620094
340	2010-08-28T14:35:43Z	55.7599756333	-4.177390337	2619122
340	2010-08-28T13:08:41Z	55.75933074	-4.174739305	2611978
340	2010-08-14T13:18:26Z	55.883471746	-3.520935292	1494158
340	2010-03-21T15:04:53Z	55.88445795	-3.51039875	168365
340	2010-03-21T13:04:13Z	55.8838610868	-3.5183320267	762305
382	2010-10-09T09:50:19Z	56.2037142162	-4.0193545818	491900
382	2010-10-08T21:33:53Z	56.2037142162	-4.0193545818	491900
382	2010-10-08T14:04:35Z	56.1657042118	-4.0379798412	5127729
382	2010-10-08T14:04:20Z	56.1650411209	-4.0406298637	5125794
382	2010-10-08T14:04:02Z	56.1664628693	-4.0365314484	2619498
382	2010-10-08T14:03:46Z	56.1671737237	-4.0353727341	2619074
382	2010-10-08T14:03:28Z	56.165698238	-4.0366172791	1160065
382	2010-10-08T13:05:47Z	56.1626574835	-4.0414881706	5138632
382	2010-10-08T12:59:14Z	56.163105547	-4.0393531322	5137912
382	2010-10-08T12:52:44Z	56.1647245059	-4.0404903889	5136958
382	2010-10-08T11:15:54Z	56.1689567755	-4.0397769213	5130814
382	2010-10-08T10:31:32Z	56.1657042118	-4.0379798412	5127729
382	2010-10-08T10:01:04Z	56.1650411209	-4.0406298637	5125794
382	2010-10-08T09:42:05Z	56.167562	-4.0373361111	2612902
382	2010-10-08T09:38:26Z	56.1671737237	-4.0353727341	2619074
382	2010-10-08T09:37:54Z	56.1664628693	-4.0365314484	2619498
382	2010-10-08T09:34:39Z	56.165698238	-4.0366172791	1160065
382	2010-10-08T04:41:02Z	56.2037142162	-4.0193545818	491900
382	2010-10-07T15:30:54Z	56.1496374654	-3.7428081036	5084167
